indicativo,p_max,n_fog,inso,nw_55,tm_min,ta_max,ts_min,nt_30,w_racha,np_100,p_sol,nw_91,np_001,ta_min,np_300,evap,p_mes,n_tor,w_med,nt_00,ti_max,tm_mes,tm_max,np_010,fecha,n_gra,n_llu,n_nie,w_rec,n_cub,q_max,q_med,nv_0050,n_des,n_nub,nv_1000,nv_0100,q_min,hr,q_mar,e,glo
6155A,9.0(02),1,6.3,3,7.2,20.8(11),12,0,32/18.9(10),0,63,0,3,3.0(30),0,1502,13.6,0,9,0,12.4,12.5,17.9,3,1974-01,0,6,0,NA,1,1035.6(18),1023.9,0,10,20,0,0,1007.8(03),NA,NA,NA,NA
6155A,20.6(02),0,6.7,13,7.2,20.0(07),13,0,32/23.1(19),2,61,0,6,2.0(26),0,2236,45.7,0,20,0,13.8,11.9,16.7,4,1974-02,0,8,0,NA,1,1029.2(04),1016.5,0,6,21,0,0,1005.3(17),64,1017.4,91,NA
6155A,14.4(25),4,6.3,7,8.1,25.6(18),12.8,0,32/21.9(03),1,53,0,5,1.2(05),0,2449,28.7,2,19,0,14.4,13.3,18.5,5,1974-03,0,9,0,NA,11,1023.9(16),1013.1,0,5,15,0,0,998.7(24),61,1014,96,NA
6155A,38.0(09),1,5.1,2,9.1,23.2(01),13.6,0,32/20.0(29),3,39,0,11,5.0(07),1,1722,93,2,13,0,12.4,13.7,18.4,9,1974-04,0,15,0,NA,11,1022.0(19),1011.7,0,1,18,0,0,998.7(13),NA,NA,NA,NA
6155A,3.2(02),1,7.7,2,13.4,33.6(23),18.2,1,32/18.9(03),0,55,0,2,8.6(07),0,2262,3.9,1,13,0,19.2,18.9,24.4,1,1974-05,0,3,0,NA,0,1021.4(22),1014.1,0,11,20,0,0,1004.7(24),62,1015,140,NA
6155A,72.5(14),0,8.4,0,17.3,33.0(29),21.4,4,32/15.0(29),1,58,0,6,15.0(01),1,2062,82.8,2,13,0,20.6,21.9,26.5,5,1974-06,0,6,0,NA,6,1021.0(03),1014.4,0,9,15,0,0,1005.0(13),63,1015.2,170,NA
6155A,0.0(--),1,10.4,0,18.8,36.8(17),23,9,14/13.9(27),0,72,0,0,17.0(10),0,1704,0,0,11,0,26,23.8,28.7,0,1974-07,0,0,0,NA,0,1022.9(28),1016.4,0,19,12,0,0,1006.7(14),64,1017.2,198,NA
6155A,0.0(--),3,9.8,0,19.5,39.8(07),23.4,9,29/15.0(08),0,73,0,0,17.0(25),0,1870,0,0,12,0,26.6,24.6,29.6,0,1974-08,0,0,0,NA,0,1023.9(15),1015,0,17,14,1,0,1006.9(29),63,1015.8,201,NA
6155A,0.0(--),0,8.4,0,17.9,34.4(06),21.4,10,32/15.0(28),0,67,0,0,11.4(30),0,1814,0,0,12,0,23.2,23.4,28.9,0,1974-09,0,1,0,NA,0,1021.9(13),1015.1,0,9,19,0,0,1009.3(02),59,1016,170,NA
6155A,32.0(24),0,7.3,3,12.4,32.0(07),18.4,2,32/20.0(22),3,65,0,4,5.6(31),1,2546,68.5,2,17,0,13,18,23.6,3,1974-10,1,4,0,305,2,NA,NA,0,9,20,0,0,NA,56,NA,116,NA
6155A,8.4(15),4,6.5,4,9.4,26.0(28),17,0,29/25.0(23),0,63,0,2,5.0(01),0,1331,11.4,0,11,0,17.6,14.7,20,2,1974-11,0,3,0,NA,4,1027.5(07),1019.9,0,10,16,2,0,1009.6(15),72,1020.7,121,NA
6155A,0.4(24),7,5.6,1,7,23.6(25),12.6,0,32/16.1(13),0,58,0,1,4.0(09),0,664,0.4,0,8,0,13.6,12.2,17.4,0,1974-12,0,2,0,89,NA,1035.7(26),1026.4,0,NA,NA,2,0,1017.3(13),78,1027.3,113,NA
6155A,72.5(14/jun),22,7.4,35,12.3,39.8(07/ago),23.4,35,29/25.0(23/nov),10,61,0,40,1.2(05/mar),3,22162,348,9,13,0,12.4,17.4,22.6,32,1974-13,1,57,0,NA,NA,NA,NA,0,NA,NA,5,0,NA,NA,NA,NA,NA
6155A,34.5(15),1,5.4,6,7.6,22.6(31),13.4,0,32/21.9(18),1,53,0,7,2.0(07),1,1144,42.6,0,13,0,14.2,12.3,17,3,1975-01,0,9,0,184,6,1031.3(05),1023.8,0,10,15,0,0,1006.5(15),75,1024.6,112,NA
6155A,23.3(08),1,4.4,4,8.5,21.2(20),12.6,0,32/18.1(14),2,41,0,9,3.6(20),0,729,62.5,3,10,0,13.6,12.7,17,8,1975-02,0,11,0,NA,9,1028.7(23),1019.1,0,5,11,1,0,1008.3(09),74,1020,110,NA
6155A,33.0(10),0,6.5,13,8,24.6(23),11,0,32/26.1(05),3,54,1,12,4.2(13),1,1749,91.8,2,16,0,10.4,12.9,17.7,10,1975-03,0,15,0,NA,8,1024.0(02),1013.9,0,5,18,0,0,999.5(29),64,1014.7,97,NA
6155A,20.6(25),1,6.9,2,9.9,30.2(16),17.6,1,32/16.9(16),1,52,0,10,3.0(02),0,1101,42.8,4,13,0,16.4,15.1,20.2,6,1975-04,0,11,0,NA,8,1026.7(11),1014.6,0,6,16,0,0,1006.1(05),66,1015.5,116,NA
6155A,25.6(17),0,8.6,0,12.6,28.6(23),17.6,0,23/15.0(31),2,61,0,6,7.8(07),0,1364,43.4,1,14,0,18.2,17.7,22.7,4,1975-05,0,9,0,NA,6,1022.5(01),1013.1,0,4,21,0,0,1007.5(24),63,1013.9,131,NA
6155A,6.0(15),0,NA,0,15.5,32.4(29),20.4,4,29/13.9(02),0,NA,0,1,10.8(04),0,1530,6,1,12,0,22.4,21.1,26.6,1,1975-06,0,2,0,NA,2,1021.9(18),1015.8,0,16,12,0,0,1007.5(09),57,1016.7,150,NA
6155A,0.0(--),5,11,NA,18.4,38.0(17),21.6,13,NA,0,76,NA,0,14.6(05),0,1531,0,0,NA,0,26,24.2,30.1,0,1975-07,0,0,0,NA,0,1020.8(01),1014.6,0,26,5,0,0,1008.3(17),61,1015.5,188,NA
6155A,0.7(03),0,11,0,20.8,39.4(09),24.4,17,32/11.9(22),0,82,0,1,15.6(25),0,1496,0.7,1,11,0,26.4,25.6,30.3,0,1975-08,0,1,0,180,0,1018.7(19),1014.5,0,17,14,0,0,1001.7(22),64,1015.3,214,NA
6155A,0.0(--),0,9.2,0,16.6,35.2(01),22,8,32/15.0(14),0,74,0,0,11.0(16),0,1635,0,0,11,0,19.8,22.1,27.6,0,1975-09,0,0,0,236,1,1026.3(18),1016.9,0,12,17,0,0,1007.5(15),59,1017.7,161,NA
6155A,9.8(23),2,8.4,2,13.4,29.6(09),18.4,0,34/16.1(16),0,75,0,4,8.4(14),0,1470,13.5,0,10,0,21.2,18.9,24.4,2,1975-10,0,4,0,236,1,1026.9(07),1019.2,0,11,16,0,0,1006.4(11),66,1020.1,146,NA
6155A,16.2(24),6,6.6,9,9.1,29.0(16),15.4,0,32/25.0(17),1,64,0,3,5.8(25),0,1825,21.2,0,16,0,11.4,14.4,19.7,2,1975-11,0,4,0,333,4,1027.9(14),1019.2,1,12,14,0,0,1004.5(17),65,1020.1,106,NA
6155A,55.5(16),1,3.5,3,7.7,19.4(12),12,0,11/26.1(15),3,36,1,14,3.0(14),1,694,100.1,3,8,0,11.8,11.8,15.9,8,1975-12,2,13,0,215,8,1031.3(21),1017.6,0,4,17,0,0,985.3(15),78,1018.5,112,20918
6155A,55.5(16/dic),17,NA,NA,12.3,39.4(09/ago),24.4,43,NA,13,NA,NA,67,2.0(07/ene),3,16268,424.6,15,NA,0,10.4,17.4,22.4,44,1975-13,2,79,0,NA,53,1031.3(05/ene),1016.9,1,128,176,1,0,985.3(15/dic),66,1017.7,137,NA
6155A,33.0(29),0,6.4,4,5.2,20.6(24),9.6,0,23/23.9(30),1,64,0,5,1.6(29),1,765,57.4,1,10,0,11.6,10.6,15.9,5,1976-01,0,5,0,263,2,1034.1(11),1021.7,0,15,14,0,0,1000.3(31),75,1022.5,99,30126
6155A,26.0(04),5,5.3,5,8.9,19.6(02),13.4,0,11/23.1(27),2,49,0,7,5.2(13),0,766,66.9,0,12,0,13.6,12.8,16.7,5,1976-02,NA,NA,NA,266,7,1034.5(24),1018.2,0,1,21,0,0,991.5(05),73,1019,110,32950
6155A,22.0(07),0,7.5,8,8.1,23.6(21),12.6,0,32/21.1(13),1,62,0,6,5.0(18),0,1197,41.4,0,15,0,12.6,13,17.9,4,1976-03,NA,NA,NA,297,3,1031.2(27),1017.8,0,7,21,0,0,1001.6(08),68,1018.7,104,55152
6155A,21.1(15),0,5.4,1,8.9,24.2(14),14.8,0,34/16.1(15),3,41,0,15,5.0(01),0,976,83.7,3,13,0,11.4,13.7,18.5,12,1976-04,NA,NA,NA,255,12,1019.5(19),1012.6,0,2,16,0,0,1000.3(12),71,1013.4,115,48326
6155A,23.4(01),1,8.3,4,13.4,28.6(29),17,0,34/21.9(28),1,58,0,6,10.0(04),0,1163,44.1,4,14,0,16.4,18,22.5,5,1976-05,NA,NA,NA,258,5,1022.5(31),1014.3,0,8,18,0,0,1001.6(08),70,1015.2,150,72401
6155A,0.4(28),0,9.8,3,17.1,34.0(02),22.2,4,29/16.9(03),0,67,0,1,14.2(06),0,1326,0.4,2,13,0,22.4,22,26.9,0,1976-06,0,4,0,225,4,1022.3(01),1016.5,0,14,12,0,0,1009.6(17),61,1017.3,170,NA
6155A,9.8(02),0,11.8,7,20.4,38.2(31),26.2,15,23/18.9(05),0,82,0,2,17.6(01),0,1908,10.8,2,18,0,26.2,25.4,30.4,2,1976-07,0,2,0,273,0,1018.8(01),1014.5,0,17,14,0,0,1008.3(10),59,1015.4,196,82543
6155A,0.0(--),1,9.7,6,21,42.6(09),24,15,20/21.9(22),0,72,0,0,16.4(29),0,1989,0,0,16,0,26.4,25.7,30.4,0,1976-08,0,0,0,254,0,1020.0(04),1015,0,12,19,0,0,1008.9(20),64,1015.8,215,70829
6155A,3.4(28),0,7.7,3,16.7,34.2(03),22.8,5,25/20.0(12),0,62,0,3,13.4(14),0,1459,5.3,0,11,0,21,21.8,26.9,2,1976-09,0,4,0,226,2,1024.4(07),1014.9,0,8,20,0,0,1008.3(11),66,1015.7,174,56971
6155A,33.2(10),0,5.8,12,13.6,28.4(04),18.4,0,27/20.0(10),4,52,0,9,7.4(31),1,1746,90.7,1,15,0,13.8,18.1,22.5,7,1976-10,NA,NA,NA,327,8,1022.8(06),1012.8,0,5,18,0,0,1001.3(29),68,1013.6,142,41086
6155A,5.2(10),0,6.4,5,8.1,23.0(02),15.8,0,29/21.1(03),0,63,0,4,2.4(27),0,1004,8.3,0,13,0,15.6,13.3,18.6,2,1976-11,0,5,0,312,3,1031.2(29),1020.1,0,10,17,0,0,1010.7(21),72,1021,113,31661
6155A,76.6(29),3,3.6,5,8.8,23.4(02),15.4,0,32/23.1(03),8,37,0,13,4.0(27),4,604,280,0,10,0,11.4,12.9,17,12,1976-12,0,14,0,247,12,1027.7(01),1012.9,0,2,17,0,0,998.1(19),82,1013.8,123,19418
6155A,76.6(29/dic),10,7.3,63,12.5,42.6(09/ago),26.2,39,23/23.9(30/ene),20,59,0,71,1.6(29/ene),6,14903,689,13,13,0,11.4,17.3,22,56,1976-13,NA,NA,NA,267,58,1034.5(24/feb),1015.9,0,101,207,0,0,991.5(05/feb),69,1016.8,143,NA
6155A,39.0(20),0,3.8,5,8,21.6(26),13,0,34/23.1(24),6,38,0,14,3.0(07),1,626,139.9,2,10,0,13.4,11.9,15.9,12,1977-01,NA,NA,NA,246,15,1025.1(08),1015.5,0,1,15,0,0,1002.7(11),79,1016.3,113,22714
6155A,7.0(21),1,5.7,8,9.2,23.4(09),13.8,0,20/23.1(23),0,53,0,4,3.8(13),0,951,14,0,14,0,15.2,14.1,18.9,3,1977-02,NA,NA,NA,331,10,1029.5(28),1019.4,0,2,16,0,0,1004.1(23),72,1020.3,117,34729
6155A,5.6(28),2,7.6,4,8.5,24.6(27),15,0,32/18.1(30),0,64,0,3,4.0(24),0,1141,9.3,1,14,0,14.6,14.2,19.9,2,1977-03,NA,NA,NA,310,2,1031.9(01),1021.1,0,5,24,1,0,1006.0(22),63,1021.9,105,57287
6155A,5.4(09),0,8,1,10.4,29.0(29),14.8,0,32/16.1(10),0,61,0,1,5.8(01),0,1353,5.4,0,12,0,15.6,16.5,22.6,1,1977-04,NA,NA,NA,331,6,1029.1(21),1016.5,0,8,16,0,0,1006.7(09),58,1017.3,113,67325
6155A,3.0(15),0,9.6,4,12.6,31.8(12),18.8,1,32/16.9(14),0,68,0,3,9.0(02),0,1707,3.8,0,16,0,20.6,18.3,24,1,1977-05,NA,NA,NA,317,4,1021.6(10),1013.8,0,8,19,0,0,1004.1(18),55,1014.6,122,78170
6155A,7.2(11),0,11.1,0,15.6,33.4(29),20.6,6,29/15.0(01),0,75,0,4,10.8(15),0,2134,13.6,0,16,0,21.4,21.3,26.9,4,1977-06,NA,NA,NA,310,1,1020.1(24),1014.5,0,14,15,0,0,1004.8(12),50,1015.4,134,81777
6155A,13.8(01),0,9.9,1,18.3,37.0(25),20.8,10,23/15.3(06),1,69,0,1,16.0(05),0,1837,13.8,0,13,0,22.4,23.5,28.7,1,1977-07,NA,NA,NA,270,1,1020.1(17),1013.9,0,17,11,0,0,1005.9(28),59,1014.6,173,81576
6155A,0.0(--),0,9.5,NA,18,33.2(26),20.6,10,NA,0,70,NA,0,13.4(30),0,NA,0,0,NA,0,25.6,23.3,28.7,0,1977-08,NA,NA,NA,NA,1,1018.7(01),1013.2,NA,17,12,NA,NA,1004.7(20),55,1014.1,162,75459
6155A,0.0(--),0,7.7,0,17.4,33.2(25),20.2,2,20/14.4(21),0,62,0,0,13.4(02),0,1054,0,0,10,0,24.6,22,26.6,0,1977-09,0,0,0,203,2,1026.9(30),1018.6,0,11,17,0,0,1006.9(17),68,1019.5,183,58244
6155A,38.3(06),1,5.3,2,14.3,26.0(10),18,0,18/18.6(06),3,47,0,7,10.6(06),1,642,69.6,1,9,0,17.6,18.4,22.6,5,1977-10,NA,NA,NA,190,9,1025.6(01),1016.2,0,4,18,0,0,1000.3(06),78,1017,166,38927
6155A,48.4(29),1,6.5,4,11.4,26.6(14),18,0,23/18.9(20),3,63,0,6,5.0(24),1,1208,103.4,2,19,0,12.8,15.7,20,6,1977-11,NA,NA,NA,402,5,1029.1(09),1018.3,0,11,13,0,0,1002.0(29),68,1019.1,121,31696
6155A,25.9(07),7,3.7,NA,10.1,21.6(10),14.8,0,NA,2,38,NA,13,6.6(01),0,NA,61.6,1,NA,0,12,13.7,17.3,8,1977-12,NA,NA,NA,NA,12,NA,NA,NA,2,14,NA,NA,NA,82,NA,128,20797
6155A,48.4(29/nov),12,7.4,NA,12.8,37.0(25/jul),20.8,29,NA,15,59,NA,56,3.0(07/ene),3,NA,434.4,7,NA,0,12,17.7,22.7,43,1977-13,NA,NA,NA,NA,68,NA,NA,NA,100,190,NA,NA,NA,66,NA,136,648701
6155A,3.8(28),0,5,11,8.2,20.6(25),13.8,0,32/21.9(12),0,49,0,4,0.6(14),0,1148,9.2,0,17,0,10.6,12.1,16,3,1978-01,NA,NA,NA,359,9,1029.9(06),1019.6,0,1,21,0,0,1002.8(16),69,1020.5,100,27742
6155A,41.7(23),4,6.5,4,7.8,24.2(17),13.4,0,32/21.1(01),3,60,0,9,2.0(13),1,833,89.3,2,13,0,12.2,13.4,19,8,1978-02,NA,NA,NA,277,4,1023.5(01),1012.9,0,3,21,1,0,993.5(10),70,1013.7,111,35824
6155A,14.2(02),1,8,8,8.3,24.6(23),13.2,0,29/18.9(13),1,67,0,2,5.2(20),0,1266,16.3,2,18,0,16.6,14.2,20,2,1978-03,NA,NA,NA,358,2,1031.9(20),1020.4,0,12,17,0,0,1006.7(03),63,1021.3,103,58939
6155A,9.8(11),0,6.6,1,10.6,26.6(20),15.2,0,32/21.1(02),0,50,0,9,4.4(05),0,1123,33.4,3,17,0,14.8,16,21.5,7,1978-04,NA,NA,NA,318,6,1021.6(18),1012,0,1,23,0,0,1001.6(06),61,1012.8,114,58323
6155A,7.2(04),0,8.9,1,12.5,29.4(17),17,0,29/15.8(23),0,63,0,6,8.0(02),0,1284,19.7,2,16,0,18.4,17.8,23,4,1978-05,NA,NA,NA,293,4,1021.2(11),1014.8,0,8,19,0,0,1007.3(03),59,1015.6,122,73358
6155A,26.2(09),1,9.3,0,15.8,33.0(25),20.4,5,32/15.0(16),2,63,0,5,12.4(01),0,1606,52.7,1,16,0,19.4,20.9,25.9,4,1978-06,NA,NA,NA,322,4,1021.7(01),1015.1,0,14,12,0,0,1008.8(09),58,1015.9,146,71964
6155A,0.0(--),2,10.8,0,18.6,44.2(18),23.2,10,29/11.9(30),0,75,0,0,14.6(10),0,1567,0,0,13,0,23.6,23.7,28.8,0,1978-07,0,0,0,240,0,1023.6(02),1015.8,0,25,6,1,0,1007.2(04),64,1016.6,192,82787
6155A,0.0(--),0,10.1,0,18.9,34.6(06),21.8,13,29/15.0(07),0,75,0,0,16.0(11),0,1392,0,0,13,0,26.4,24.3,29.7,0,1978-08,0,0,0,224,0,1021.2(17),1015.6,0,22,9,0,0,1008.4(06),62,1016.4,197,70674
6155A,0.0(--),1,8.6,0,17.9,34.4(01),22,8,34/13.1(04),0,69,0,0,14.2(24),0,1047,0,1,11,0,24.6,23.2,28.4,0,1978-09,0,0,0,244,0,1024.3(22),1018.6,0,14,16,0,0,1008.8(03),68,1019.4,197,NA
6155A,23.8(12),1,7.8,1,13.3,29.2(01),19.2,0,29/16.1(19),1,70,0,2,8.6(21),0,939,28.4,1,11,0,21.4,18.6,23.8,2,1978-10,NA,NA,NA,241,5,1026.0(25),1018.2,0,11,15,0,0,1007.1(01),71,1019,152,NA
6155A,93.8(10),0,6.2,1,10.6,21.6(08),15.8,0,32/16.9(27),2,60,0,4,7.0(20),2,841,131.1,2,12,0,17.2,15.2,19.7,3,1978-11,NA,NA,NA,248,4,1033.1(17),1024.4,0,2,24,0,0,1011.2(29),75,1025.2,130,31036
6155A,39.6(19),2,4.1,2,8.9,23.4(13),12.4,0,25/20.0(15),4,42,0,11,3.0(19),1,478,110,5,7,0,12.4,13.6,18.4,8,1978-12,NA,NA,NA,205,8,1023.9(10),1015.2,0,2,21,0,0,1001.1(20),81,1016.1,128,21924
6155A,93.8(10/nov),12,7.7,29,12.6,44.2(18/jul),23.2,36,32/21.9(12/ene),13,62,0,52,0.6(14/ene),4,13524,490.1,19,14,0,10.6,17.8,22.9,41,1978-13,NA,NA,NA,277,46,1033.1(17/nov),1016.9,0,115,204,2,0,993.5(10/feb),67,1017.7,141,NA
6155A,121.5(18),0,3.5,3,10,21.4(02),13,0,25/20.0(27),7,35,0,11,6.0(30),2,622,266.1,4,15,0,12.6,13.5,17,11,1979-01,NA,NA,NA,299,13,1024.9(02),1013.4,0,3,15,0,0,997.5(27),76,1014.2,119,21966
6155A,22.4(10),1,5,7,8.3,23.4(06),13.6,0,23/25.0(10),2,46,0,10,2.4(27),0,965,75.6,1,17,0,11.6,13.2,18,10,1979-02,1,9,0,336,9,1027.7(23),1015.2,0,4,15,0,0,991.6(11),68,1016.1,107,31652
6155A,27.2(18),4,7.3,2,7.6,23.4(05),13,0,29/23.1(14),3,61,0,5,1.2(03),0,1062,56.3,1,15,0,14,12.9,18.2,4,1979-03,NA,NA,NA,303,6,1032.5(03),1016.9,0,6,19,1,0,1002.8(14),66,1017.7,103,52072
6155A,16.4(09),0,9.2,2,9.5,29.2(22),15,0,34/18.1(18),1,70,0,5,6.0(12),0,1483,23.6,0,15,0,17.6,15.3,21,4,1979-04,NA,NA,NA,313,2,1024.0(19),1016.4,0,9,19,0,0,1005.9(10),62,1017.3,110,67614
6155A,2.8(28),0,9.6,1,13.1,31.8(17),19,3,29/16.1(19),0,68,0,3,7.4(01),0,1569,7.1,0,13,0,17.8,18.8,24.5,3,1979-05,NA,NA,NA,291,5,1027.1(11),1017,0,13,13,0,0,1007.7(17),58,1017.8,131,76442
6155A,0.0(--),1,10.2,0,17.3,33.6(13),21.4,6,29/13.1(14),0,69,0,0,14.6(03),0,1370,0,1,13,0,23.8,22.4,27.5,0,1979-06,NA,NA,NA,240,2,1021.1(12),1015.6,0,9,19,0,0,1008.4(23),61,1016.4,173,78417
6155A,10.7(02),0,10,0,19.7,36.4(31),23.4,10,20/15.0(11),1,70,0,2,16.6(07),0,1583,12.7,2,12,0,24.4,24.4,29.2,2,1979-07,NA,NA,NA,248,2,1022.1(05),1016.7,0,17,12,0,0,1008.9(30),59,1017.5,186,76023
6155A,0.0(--),0,10.6,0,20.8,38.6(07),26.2,9,32/15.0(08),0,78,0,0,16.4(18),0,1818,0,0,12,0,26.6,25.5,30.2,0,1979-08,0,0,0,246,1,1018.7(17),1013.8,0,23,7,0,0,1006.9(15),61,1014.6,199,72415
6155A,21.0(15),0,7.8,0,18,30.6(21),23.6,2,36/13.9(22),2,63,0,3,11.4(25),0,952,39.9,3,10,0,21.8,22.3,26.7,3,1979-09,NA,NA,NA,227,3,1023.3(28),1017.5,0,5,22,0,0,1007.9(22),69,1018.3,192,53604
6155A,27.6(13),1,5.2,2,13.8,28.0(04),17.4,0,25/18.9(13),5,46,0,15,6.4(28),0,831,120.1,5,10,0,17.2,18.1,22.3,11,1979-10,NA,NA,NA,236,11,1019.7(17),1012.2,0,2,18,0,0,999.7(15),74,1013,157,34397
6155A,8.8(02),4,7.5,4,9.5,25.6(20),15.8,0,32/23.1(15),0,73,0,2,3.6(28),0,1032,9.4,0,12,0,15.8,14.5,19.6,1,1979-11,NA,NA,NA,272,2,1031.7(26),1020.3,0,9,19,3,0,1012.0(14),72,1021.2,118,32192
6155A,0.5(25),5,6.2,6,7.9,22.6(09),14.2,0,34/18.9(31),0,64,0,2,-0.8(22),0,1291,0.8,0,16,1,10,13,18,0,1979-12,NA,NA,NA,361,3,1030.4(04),1022.3,0,5,23,1,0,1004.3(21),65,1023.2,99,24654
6155A,121.5(18/ene),16,7.7,27,13,38.6(07/ago),26.2,30,23/25.0(10/feb),21,62,0,58,-0.8(22/dic),2,14578,611.6,17,13,1,10,17.8,22.7,49,1979-13,NA,NA,NA,281,59,1032.5(03/mar),1016.4,0,105,201,5,0,991.6(11/feb),66,1017.3,141,621448
6155A,56.2(16),1,6,3,6.8,22.0(25),12.8,0,32/16.1(05),1,60,0,5,2.6(18),1,1019,66.3,0,13,0,8.6,11.7,16.5,4,1980-01,NA,NA,NA,327,6,1025.5(03),1016.9,0,7,18,0,0,1000.1(17),70,1017.7,96,26657
6155A,41.5(19),3,6.1,4,8.4,22.8(15),15.4,0,29/18.9(06),3,56,0,9,3.6(13),1,799,83.7,0,14,0,14.6,13.2,18,6,1980-02,NA,NA,NA,313,6,1027.9(03),1019.7,0,5,18,1,0,1004.7(20),72,1020.5,112,33835
6155A,59.2(18),0,6.4,5,8.9,28.0(30),16.2,0,32/18.9(06),3,53,0,5,3.4(10),2,1110,128.1,0,14,0,13.6,14.3,19.6,4,1980-03,NA,NA,NA,296,9,1024.1(12),1015,0,4,18,0,0,996.3(21),65,1015.9,109,47631
6155A,4.0(13),0,7,1,10.5,32.4(01),16,1,32/16.9(15),0,53,0,3,6.4(09),0,1120,8.3,0,14,0,16.6,15.4,20.4,2,1980-04,NA,NA,NA,274,8,1023.6(07),1015,0,6,16,0,0,1004.4(29),67,1015.8,120,59507
6155A,11.6(03),1,9.3,1,13,31.0(31),18.6,1,32/16.9(22),1,66,0,8,8.0(01),0,1707,44.5,1,14,0,18.8,18.6,24.1,8,1980-05,NA,NA,NA,285,6,1019.6(10),1013,0,7,18,0,0,1004.7(03),58,1013.8,129,73294
6155A,20.0(27),6,11.2,0,16.8,37.0(25),24,7,32/13.9(09),1,76,0,3,12.8(14),0,1697,25.4,0,12,0,21,22.1,27.3,3,1980-06,NA,NA,NA,259,2,1024.4(15),1015.1,0,15,13,1,0,1007.7(07),58,1015.9,156,79040
6155A,0.0(--),3,11.4,NA,18.2,39.4(25),22.6,11,NA,0,80,NA,0,14.6(14),0,1750,0,0,NA,0,24.4,23.6,29.1,0,1980-07,0,0,0,NA,0,1023.6(12),1015,0,23,8,0,0,1007.3(08),59,1015.8,176,87270
6155A,0.3(26),3,8.7,0,20.8,41.6(23),27,13,29/13.1(15),0,65,0,1,18.2(18),0,1457,0.3,0,13,0,26,25.7,30.6,0,1980-08,NA,NA,NA,232,3,1020.7(06),1015,0,15,13,0,0,1008.8(19),63,1015.8,207,69699
6155A,1.2(28),0,7.1,0,19.2,38.6(13),22.4,2,23/11.1(13),0,57,0,2,14.4(23),0,844,1.3,0,10,0,24,23.6,27.9,1,1980-09,NA,NA,NA,192,5,1026.7(30),1017.8,0,3,22,0,0,1007.5(20),73,1018.6,217,55277
6155A,14.0(15),0,7.4,3,13.4,31.8(07),19.6,1,25/21.1(16),1,66,0,5,6.6(19),0,1461,29.8,1,13,0,18.8,18.9,24.4,3,1980-10,NA,NA,NA,311,2,1026.7(01),1017.2,0,7,22,0,0,1000.4(16),63,1018.1,135,45813
6155A,52.2(11),4,6,2,10.3,24.6(18),13.2,0,32/20.0(26),3,59,0,9,5.4(30),2,895,127.3,1,11,0,15.4,14.9,19.4,9,1980-11,0,10,0,257,6,1027.7(22),1017.3,0,8,16,0,0,1003.1(08),74,1018.2,126,28656
6155A,0.0(--),1,7.2,13,6.7,20.8(21),15.4,0,32/21.1(27),0,74,0,0,0.0(02),0,1496,0,0,20,1,12.4,11.9,17,0,1980-12,NA,NA,NA,434,3,1035.2(31),1023.4,0,16,12,0,0,1011.3(20),58,1024.3,84,28647
6155A,59.2(18/mar),22,7.8,NA,12.8,41.6(23/ago),27,36,NA,13,64,NA,50,0.0(02/dic),6,15355,515,3,NA,1,8.6,17.8,22.9,40,1980-13,NA,NA,NA,NA,56,1035.2(31/dic),1016.7,0,116,194,2,0,996.3(21/mar),65,1017.5,139,635326
6155A,0.0(--),1,7.1,8,5.2,26.8(21),12.4,0,32/21.1(13),0,71,0,0,-1.8(12),0,1418,0,0,14,1,11.2,11.1,17,0,1981-01,NA,NA,NA,379,4,1035.2(01),1025,0,14,13,0,0,1010.7(11),62,1025.9,84,30330
6155A,32.4(12),0,7.1,1,6,22.6(28),11.8,0,32/20.0(04),1,66,0,5,1.2(03),1,847,43.5,2,10,0,12.2,11.6,17.2,4,1981-02,NA,NA,NA,268,5,1037.6(02),1018.9,0,10,13,0,0,1004.0(13),66,1019.8,93,34642
6155A,3.1(29),2,6.4,1,10,30.4(12),14.8,1,34/16.9(30),0,54,0,7,7.0(03),0,1316,9.7,1,11,0,16.6,15.8,21.6,4,1981-03,NA,NA,NA,277,6,1026.5(10),1015.7,0,2,23,2,0,1004.7(28),65,1016.5,116,52931
6155A,34.2(15),1,5.4,0,10.6,25.0(10),13.4,0,23/13.9(10),5,41,0,13,7.0(03),1,677,105.3,4,9,0,14.6,15.3,20,11,1981-04,NA,NA,NA,223,12,1021.6(08),1013.6,0,0,18,0,0,1003.2(23),73,1014.4,127,52779
6155A,5.5(09),1,10.6,1,13.1,31.8(25),16.2,1,32/16.1(26),0,75,0,2,8.6(11),0,1589,10.1,0,15,0,19.4,18.7,24.2,2,1981-05,NA,NA,NA,278,1,1022.7(23),1014.7,0,10,20,0,0,1004.4(09),57,1015.5,127,82008
6155A,4.7(23),0,NA,0,17.3,32.4(13),21.4,3,29/15.0(04),0,NA,0,4,13.6(06),0,1228,6.3,1,15,0,23.6,22.1,26.8,2,1981-06,NA,NA,NA,233,2,1022.7(12),1015.4,0,10,18,0,0,1006.7(26),63,1016.2,175,80422
6155A,0.0(--),0,11.1,0,18.8,39.6(18),22.8,8,32/15.0(10),0,77,0,0,15.6(06),0,1826,0,0,15,0,25.2,23.9,29,0,1981-07,NA,NA,NA,242,2,1023.1(26),1016.6,0,19,10,0,0,1008.7(23),58,1017.4,178,84083
