indicativo,p_max,n_fog,inso,nw_55,tm_min,ta_max,ts_min,nt_30,w_racha,np_100,p_sol,nw_91,np_001,ta_min,np_300,evap,p_mes,n_tor,w_med,nt_00,ti_max,tm_mes,tm_max,np_010,fecha,n_gra,n_llu,n_nie,w_rec,n_cub,q_max,q_med,nv_0050,n_des,n_nub,nv_1000,nv_0100,q_min,hr,q_mar,e,glo
6155A,1.4(14),NA,8.7,0,20.6,33.0(12),24.6,10,29/14.4(22),0,71,0,4,15.9(28),0,NA,4.2,NA,14,0,24.3,24.9,29.1,3,2023-09,NA,NA,NA,304,5,1024.5(30),1014.9,0,5,20,0,0,1007.0(03),63,1016.2,203,NA
6155A,18.2(19),0,7,3,16.7,29.9(14),20.3,0,21/27.2(19),1,62,1,6,12.0(29),0,NA,23.8,0,13,0,19.3,21.3,25.9,3,2023-10,0,6,0,274,5,1026.3(04),1015.6,0,2,24,0,0,996.0(19),69,1016.4,176,NA
6155A,0.0(--),3,7.6,6,12.2,28.0(12),17.8,0,29/18.9(11),0,74,0,0,6.4(24),0,NA,0,0,16,0,18.5,17.6,22.9,0,2023-11,0,0,0,388,0,1027.1(18),1018.1,0,9,21,1,0,1005.8(30),62,1018.9,124,NA
6155A,1.6(06),1,6.1,4,8.5,29.4(12),14.3,0,88/26.4(13),0,62,1,5,4.1(19),0,NA,3.6,0,15,0,14.4,13.7,18.8,2,2023-12,0,6,0,378,4,1036.3(17),1022.9,0,13,14,1,0,1003.5(01),68,1023.8,109,NA
6155A,31.1(07/feb),NA,8.5,NA,15.3,44.2(19/jul),31.6,89,NA,7,70,NA,39,1.1(29/ene),1,NA,179.3,NA,15,0,13.3,20.3,25.1,24,2023-13,NA,NA,NA,NA,30,1036.3(17/dic),1017,0,111,224,2,0,996.0(19/oct),62,1017.9,155,NA
6155A,6.7(16),1,4.6,2,9.4,24.7(03),14.9,0,28/18.9(05),0,47,0,7,5.9(14),0,NA,21.3,3,14,0,12.8,14.1,18.8,6,2024-01,0,7,0,326,7,1038.5(24),1022.9,0,2,22,0,0,1006.2(19),69,1023.7,113,NA
6155A,23.2(09),NA,6.4,6,10.5,25.3(22),15.1,0,29/20.0(26),1,58,0,6,5.5(02),0,NA,28.5,NA,16,0,16.3,15.3,20.1,2,2024-02,NA,NA,NA,386,2,1034.9(01),1021.1,0,8,19,1,0,995.5(09),64,1021.9,111,NA
6155A,48.8(30),NA,5.5,8,11.3,25.3(15),16.5,0,21/22.8(09),5,46,0,13,6.7(06),1,NA,143.1,NA,14,0,14.6,15.8,20.3,11,2024-03,NA,NA,NA,319,9,1024.8(16),1012.6,0,3,19,0,0,995.6(31),64,1013.4,116,NA
6155A,7.5(27),0,9.3,2,12.7,32.7(16),17.7,1,28/16.1(09),0,70,0,3,6.5(01),0,NA,10.3,1,15,0,18.8,18.1,23.4,2,2024-04,0,5,0,317,2,1031.7(12),1016.6,0,6,22,1,0,1003.7(27),61,1017.4,129,NA
6155A,0.2(01),0,11,2,15.9,31.1(05),19.9,1,07/16.1(07),0,78,0,1,10.4(04),0,NA,0.2,0,17,0,21.9,20.8,25.6,0,2024-05,0,1,0,363,0,1020.0(03),1013.9,0,9,22,0,0,1006.8(14),52,1014.7,135,NA
6155A,7.5(11),0,11.1,0,19.6,36.1(15),22.3,12,29/12.8(16),0,76,0,3,16.7(05),0,NA,10.2,3,15,0,24.6,24.4,29,2,2024-06,0,3,0,344,0,1020.3(21),1013.1,0,10,20,0,0,1007.6(26),51,1014,162,NA
6155A,1.1(28),1,11.4,1,22.1,40.8(12),28,20,19/15.3(29),0,80,0,1,19.5(10),0,NA,1.1,1,14,0,26.7,27,31.9,1,2024-07,0,1,0,325,1,1019.9(23),1013,0,23,7,0,0,1006.8(20),57,1013.8,209,NA
6155A,0.2(25),0,11,1,24.5,42.2(02),30.2,30,05/18.6(19),0,82,0,2,21.9(18),0,NA,0.3,1,15,0,30,28.8,32.9,0,2024-08,0,2,0,305,0,1016.6(16),1012.2,0,18,13,0,0,1007.0(13),62,1013,247,NA
6155A,5.7(07),0,8.8,0,21.3,35.8(04),26,11,28/14.4(28),0,71,0,5,17.8(30),0,NA,9.2,0,15,0,25.4,25.5,29.6,2,2024-09,0,5,0,341,1,1022.6(29),1013.5,0,8,21,0,0,999.0(12),60,1014.4,197,NA
6155A,66.0(28),NA,6.1,1,17.6,35.0(02),24.2,5,29/16.9(18),4,54,0,11,11.7(28),1,NA,130.4,NA,13,0,17.5,21.6,25.6,10,2024-10,NA,NA,NA,309,7,1024.5(22),1015,0,1,23,0,0,1005.3(07),NA,1015.8,169,NA
6155A,73.3(13),2,5,NA,14.3,25.3(09),17.2,0,NA,1,49,NA,4,11.9(23),1,NA,73.6,1,11,0,17.5,18.2,21.9,1,2024-11,0,4,0,NA,5,1028.1(29),1019.5,0,2,23,2,0,1007.7(13),79,1020.3,166,NA
6155A,52.9(12),0,5.7,3,9,24.0(07),14.8,0,30/20.0(07),1,58,0,4,3.3(11),1,NA,56.7,1,14,0,12.6,14,18.9,3,2024-12,0,4,0,358,3,1037.2(16),1025.2,0,8,20,0,0,1014.9(11),71,1026,115,NA
6155A,73.3(13/nov),NA,8,NA,15.7,42.2(02/ago),30.2,80,NA,12,64,NA,60,3.3(11/dic),4,NA,484.9,NA,14,0,12.6,20.3,24.8,40,2024-13,NA,NA,NA,NA,37,1038.5(24/ene),1016.6,0,98,231,4,0,995.5(09/feb),NA,1017.4,156,NA
6155A,13.0(05),NA,6,4,8,23.5(12),15.7,0,30/18.6(11),1,60,0,6,3.6(15),0,NA,28.7,NA,14,0,15.5,13.4,18.7,5,2025-01,NA,NA,NA,346,5,1029.8(28),1021.9,0,7,19,1,0,1010.7(06),67,1022.5,107,NA
6155A,39.3(28),0,6.9,1,8.9,23.5(16),12.1,0,08/16.1(03),2,63,0,5,4.2(06),2,NA,77.6,1,15,0,13.5,13.9,18.9,4,2025-02,0,5,0,337,4,1032.6(05),1021.1,0,4,20,0,0,1011.3(18),71,1022,116,NA
6155A,63.8(09),0,4.8,6,11.1,28.2(29),14.1,0,09/24.2(18),7,39,0,18,6.4(15),2,NA,228.2,6,13,0,14.2,15.3,19.5,14,2025-03,0,18,0,322,17,1021.7(25),1011.6,0,4,10,0,0,995.9(13),72,1012.2,124,NA
6155A,7.4(03),0,7.8,2,13.4,29.7(26),17,0,34/18.9(15),0,59,0,8,9.9(01),0,NA,29.4,0,14,0,18.1,18.3,23.1,7,2025-04,0,9,0,316,7,1022.0(23),1013.9,0,4,19,0,0,1003.2(02),62,1014.8,133,NA
6155A,0.4(01),0,10.5,0,16,32.7(22),19.2,3,30/13.9(19),0,74,0,2,12.8(03),0,NA,0.7,1,15,0,22.4,21.2,26.5,0,2025-05,0,4,0,332,1,1023.3(28),1014.9,0,10,20,0,0,1008.7(09),52,1015.7,139,NA
6155A,0.1(10),NA,11,2,21.2,37.2(25),23.9,19,08/22.8(11),0,75,0,1,17.7(02),0,NA,0.1,NA,15,0,25.7,26.2,31.1,0,2025-06,NA,NA,NA,311,2,1022.8(27),1016.3,0,15,13,0,0,1012.0(03),54,1017.1,191,NA
6155A,0.0(--),0,12.2,0,22.5,41.0(18),27.1,29,29/13.9(12),0,85,0,0,15.0(26),0,NA,0,0,15,0,28.7,27.5,32.4,0,2025-07,0,0,0,321,0,1019.9(04),1013.8,0,23,8,0,0,1006.3(20),56,1014.6,214,NA
6155A,0.0(--),NA,11,1,22.9,38.6(19),25.5,29,29/15.3(28),0,81,0,0,19.7(31),0,NA,0,NA,14,0,28.4,28.1,33.2,0,2025-08,NA,NA,NA,315,1,1020.4(10),1013.8,0,20,10,0,0,999.0(18),52,1014.7,199,NA
6155A,0.0(--),1,8.8,1,20,34.1(11),23.2,15,30/16.9(01),0,71,0,0,15.9(23),0,NA,0,0,14,0,25.2,24.8,29.6,0,2025-09,0,1,0,301,3,1022.9(19),1016.3,0,4,23,1,0,1011.0(21),62,1017.1,193,NA
6155A,24.3(29),NA,7.7,0,18.2,32.7(24),21.9,4,32/14.4(22),2,68,0,3,13.9(31),0,NA,38.7,NA,13,0,22.2,22.6,27,3,2025-10,NA,NA,NA,274,2,1023.3(07),1016.9,0,8,21,0,0,1010.5(25),69,1017.8,186,NA
6155A,20.3(14),1,6.6,4,11.5,26.0(01),18.3,0,22/18.6(13),3,64,0,6,5.9(29),0,NA,64.1,0,15,0,17.9,16.3,21.1,5,2025-11,0,7,0,354,4,1028.6(22),1017.2,0,4,22,0,0,1008.2(13),67,1018.1,126,NA
6155A,38.2(11),1,4.2,4,8.6,21.9(06),14.6,0,07/23.3(27),4,43,0,15,4.4(27),1,NA,125.2,5,13,0,12.4,13,17.3,11,2025-12,0,16,0,328,5,1024.3(18),1016.2,0,1,25,1,0,1004.6(16),76,1017.1,117,NA
6155A,63.8(09/mar),NA,8.1,25,15.2,41.0(18/jul),27.1,99,09/24.2(18/mar),19,65,0,64,3.6(15/ene),5,NA,592.7,NA,14,0,12.4,20.1,24.9,49,2025-13,NA,NA,NA,321,51,1032.6(05/feb),1016.2,0,104,210,3,0,995.9(13/mar),63,1017,154,NA
6155A,34.5(04),1,4.4,12,8.5,23.4(29),13.2,0,20/24.2(27),3,44,0,15,3.4(07),1,NA,90.7,1,15,0,11.6,12.7,16.8,9,2026-01,1,16,0,379,9,1031.5(08),1014.1,0,4,18,0,0,996.8(04),71,1015,108,NA
6155A,26.0(07),NA,6.3,9,9.8,24.6(11),15.6,0,25/22.8(05),3,58,0,9,5.0(22),0,NA,73.1,NA,15,0,15.1,14.5,19.2,7,2026-02,NA,NA,NA,343,3,1030.9(21),1017.4,0,7,18,1,0,997.0(04),70,1017.9,116,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
